UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"New York State Electric & Gas Corporation","NYSEG in Zone H","Marathon Energy","352506","ELECTRIC","Fixed","Yes",".1246 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/04/2022 12:20:47 PM","null","$0.1246 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone H","Marathon Energy","352507","ELECTRIC","Fixed","Yes",".1215 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","03/04/2022 12:21:26 PM","null","$0.1215 Is FIXED RATE FOR MARCH 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.
","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone H","New York State Electric & Gas Corporation","352191","ELECTRIC","Variable","Yes",".09694787 kWh","No","0 ","No","null","03/02/2022 07:07:25 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone H","Noco Electric, LLC.","352910","ELECTRIC","Variable","Yes",".120572 kWh","No","1 Month(s)","No","null","03/14/2022 04:08:05 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone H","Smart Energy Holdings, LLC","352150","ELECTRIC","Fixed","Yes",".148 kWh","Yes","36 Month(s)","No","null","03/01/2022 02:39:18 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone H","Source Power Company","352973","ELECTRIC","Variable","Yes",".076 kWh","No","1 Month(s)","No","null","03/15/2022 10:16:12 AM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone I","Ambit New York, LLC","352601","ELECTRIC","Variable","Yes",".1152 kWh","No","1 Month(s)","No","null","03/07/2022 03:32:29 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone I","Noco Electric, LLC.","352900","ELECTRIC","Variable","Yes",".083888 kWh","No","1 Month(s)","No","null","03/14/2022 04:06:01 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone I","Smart Energy Holdings, LLC","352148","ELECTRIC","Fixed","Yes",".149 kWh","Yes","36 Month(s)","No","null","03/01/2022 02:36:27 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Agway Energy Services, LLC.","352414","GAS","Variable","Yes","1.109 ccf","No","1 Month(s)","No","null","03/04/2022 10:16:59 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","Alpha Gas and Electric, LLC","351917","GAS","Fixed","Yes",".95 ccf","No","24 Month(s)","No","null","02/22/2022 12:14:43 PM","null","Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","Atlantic Energy, LLC","352095","GAS","Variable","Yes",".57546 ccf","No","12 Month(s)","Yes","$100","03/01/2022 01:04:18 PM","null","null","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Constellation NewEnergy - Gas Division, LLC","352579","GAS","Fixed","Yes",".649 ccf","No","36 Month(s)","Yes","100","03/07/2022 08:26:05 AM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Energy Cooperative of New York","352009","GAS","Variable","Yes",".58297 ccf","No","0 Month(s)","No","null","03/01/2022 10:29:53 AM","null","null","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","EnergyMark, LLC","352053","GAS","Variable","Yes",".568 ccf","No","1 Month(s)","No","null","03/01/2022 11:48:10 AM","null","Rate is structured to be at least 3% less than National Fuel&#39;s posted rate for any given month. Contract is month to month. No fees to cancel. Sign up online at www.energymarkllc.com ","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Family Energy, Inc. d/b/a MYRATE ENERGY","352918","GAS","Fixed","Yes",".839 ccf","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","03/15/2022 09:07:52 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","Kiwi Energy NY, LLC.","351797","GAS","Variable","Yes","1.29 ccf","No","36 Month(s)","No","null","02/20/2022 08:43:20 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","National Fuel Gas Distribution Corporation","351933","GAS","Variable","Yes",".58436 ccf","No","0 ","No","null","02/25/2022 01:22:29 PM","null","Rate effective March 1st, 2022.","NO","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Noco Natural Gas, LLC.","352912","GAS","Variable","Yes",".557661 ccf","No","1 Month(s)","No","null","03/14/2022 04:09:24 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Long Island","ASC Energy Services, Inc.","351628","GAS","Variable","Yes",".746 therm","No","1 Month(s)","No","null","02/17/2022 06:28:14 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Agway Energy Services, LLC.","352412","GAS","Variable","Yes","1.049 therm","No","1 Month(s)","No","null","03/04/2022 10:16:27 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Atlantic Energy, LLC","352086","GAS","Variable","Yes",".699 therm","No","12 Month(s)","Yes","$100","03/01/2022 01:02:12 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Brown's Fuel Service, LLC","352877","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","03/11/2022 03:02:24 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Brown's Fuel Service, LLC","352888","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","03/11/2022 03:03:58 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Constellation NewEnergy - Gas Division, LLC","352581","GAS","Fixed","Yes",".949 therm","No","36 Month(s)","Yes","100","03/07/2022 08:26:37 AM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Family Energy, Inc. d/b/a MYRATE ENERGY","352924","GAS","Fixed","Yes",".999 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","03/15/2022 09:08:45 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Mpower Energy, LLC","351380","GAS","Variable","Yes",".67 therm","No","12 Month(s)","No","null","02/11/2022 01:50:01 PM","null","For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693 ","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","National Grid","351971","GAS","Variable","Yes",".542515 therm","No","0 ","No","null","02/28/2022 04:12:50 PM","null","March 2022 Commodity Price","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","ABN Energy, LLC","352932","GAS","Variable","Yes",".73 therm","No","1 Month(s)","No","null","03/15/2022 09:54:09 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","ASC Energy Services, Inc.","351627","GAS","Variable","Yes",".759 therm","No","1 Month(s)","No","null","02/17/2022 06:28:00 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","Agway Energy Services, LLC.","352413","GAS","Variable","Yes","1.049 therm","No","1 Month(s)","No","null","03/04/2022 10:16:43 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Atlantic Energy, LLC","352092","GAS","Variable","Yes",".719 therm","No","12 Month(s)","Yes","$100","03/01/2022 01:03:56 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","Brown's Fuel Service, LLC","352878","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","03/11/2022 03:02:30 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Brown's Fuel Service, LLC","352879","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","03/11/2022 03:02:34 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Constellation NewEnergy - Gas Division, LLC","352580","GAS","Fixed","Yes",".939 therm","No","36 Month(s)","Yes","100","03/07/2022 08:26:24 AM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","Family Energy, Inc. d/b/a MYRATE ENERGY","352919","GAS","Fixed","Yes",".839 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","03/15/2022 09:07:58 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Kiwi Energy NY, LLC.","351803","GAS","Variable","Yes","1.29 therm","No","36 Month(s)","No","null","02/20/2022 08:43:57 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Mpower Energy, LLC","351384","GAS","Variable","Yes",".67 therm","No","12 Month(s)","No","null","02/11/2022 01:50:37 PM","null","For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693 ","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","National Grid","351970","GAS","Variable","Yes",".564446 therm","No","0 ","No","null","02/28/2022 04:12:04 PM","null","March 2022 Commodity Price","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","Quantum Power Corp.","352735","GAS","Variable","Yes",".569 therm","No","1 Month(s)","No","null","03/08/2022 02:48:56 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","S.J. Energy Partners, Inc.","351968","GAS","Fixed","Yes",".89 therm","No","12 Month(s)","No","null","02/28/2022 01:58:15 PM","null","null","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","South Bay Energy Corp.","351926","GAS","Variable","Yes",".7638 therm","No","1 Month(s)","No","null","02/22/2022 06:29:47 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Agway Energy Services, LLC.","352411","GAS","Variable","Yes",".939 therm","No","1 Month(s)","No","null","03/04/2022 10:16:12 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Ambit New York, LLC","352469","GAS","Variable","Yes",".4721 therm","No","1 Month(s)","No","null","03/04/2022 11:15:05 AM","null","Customers are guaranteed an annual savings of at least 1% under what the incumbent utility would have charged for the same period, or they receive a check for the difference. ","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Atlantic Energy, LLC","352813","GAS","Variable","Yes",".549 therm","No","12 Month(s)","Yes","$100","03/10/2022 10:29:24 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Brown's Fuel Service, LLC","352880","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","03/11/2022 03:02:55 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Brown's Fuel Service, LLC","352881","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","03/11/2022 03:03:03 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Kiwi Energy NY, LLC.","351791","GAS","Variable","Yes","1.29 therm","No","36 Month(s)","No","null","02/20/2022 08:42:46 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Main Care Energy, Inc.","351967","GAS","Fixed","Yes",".559 therm","No","12 Month(s)","No","null","02/28/2022 12:48:44 PM","null","Our Value-Added Energy Savings program provides budget certainty by utilizing a fixed price for your natural gas and a reasonably priced 24 hours a day annual comprehensive service cost protection program, bundled into an easy 12 month payment program. ","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","National Grid","351973","GAS","Variable","Yes",".467425 therm","No","0 ","No","null","02/28/2022 04:42:42 PM","null","MCG plus MFC rates for March 2022","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","New York Gas & Electric","352007","GAS","Fixed","Yes",".4539 therm","No","36 Month(s)","Yes","200","03/01/2022 01:58:21 AM","null","Get a price-protected rate for the next 36 months from a trusted energy supplier.","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Noco Natural Gas, LLC.","352916","GAS","Variable","Yes",".515935 therm","No","1 Month(s)","No","null","03/14/2022 04:10:03 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Public Power, LLC","351987","GAS","Fixed","Yes",".4539 therm","No","36 Month(s)","Yes","150","03/01/2022 01:46:20 AM","null","With a fixed rate from Public Power, you&#39;ll get the peace of mind knowing your rate is fixed for 36 months.","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Abest Green Power","352525","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/04/2022 02:29:31 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Agway Energy Services, LLC.","352423","ELECTRIC","Variable","Yes",".189 kWh","Yes","1 Month(s)","No","null","03/04/2022 10:20:19 AM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Agway Energy Services, LLC.","352433","ELECTRIC","Variable","Yes",".189 kWh","No","1 Month(s)","No","null","03/04/2022 10:23:05 AM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","All American Power and Gas, LLC.","352178","ELECTRIC","Variable","Yes",".274999 kWh","Yes","1 Month(s)","No","null","03/01/2022 05:19:08 PM","null","All American Power &amp; Gas, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Alpha Gas and Electric, LLC","351924","ELECTRIC","Fixed","Yes",".1 kWh","No","24 Month(s)","No","null","02/22/2022 12:22:01 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Ambit New York, LLC","351972","ELECTRIC","Variable","Yes",".101 kWh","No","1 Month(s)","No","null","02/28/2022 04:18:50 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","American Power & Gas, LLC","352816","ELECTRIC","Variable","Yes",".0599 kWh","Yes","48 Month(s)","No","null","03/11/2022 11:56:09 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months. ","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Approved Energy","352763","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$10/month remaining on the contract","03/08/2022 10:24:24 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Atlantic Energy, LLC","352144","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","03/01/2022 01:12:06 PM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Brown's Energy Services, LLC","352872","ELECTRIC","Variable","Yes",".135 kWh","Yes","1 Month(s)","No","null","03/11/2022 02:58:53 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Brown's Energy Services, LLC","352873","ELECTRIC","Fixed","Yes",".13 kWh","Yes","12 Month(s)","Yes","100.00","03/11/2022 02:58:59 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Chief Energy Power, LLC","353138","ELECTRIC","Fixed","Yes",".1283 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation.","03/16/2022 11:23:30 AM","null","50% Renewable above CES Requirement.","NO","0.521","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353084","ELECTRIC","Fixed","Yes",".1351 kWh","Yes","12 Month(s)","No","null","03/15/2022 09:08:54 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353085","ELECTRIC","Fixed","Yes",".1351 kWh","Yes","18 Month(s)","No","null","03/15/2022 09:09:08 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353086","ELECTRIC","Fixed","Yes",".1282 kWh","Yes","24 Month(s)","No","null","03/15/2022 09:09:21 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353087","ELECTRIC","Fixed","Yes",".1235 kWh","Yes","30 Month(s)","No","null","03/15/2022 09:09:46 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353128","ELECTRIC","Fixed","Yes",".1286 kWh","Yes","12 Month(s)","No","null","03/15/2022 09:19:36 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353129","ELECTRIC","Fixed","Yes",".1179 kWh","Yes","18 Month(s)","No","null","03/15/2022 09:19:48 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353130","ELECTRIC","Fixed","Yes",".1217 kWh","Yes","24 Month(s)","No","null","03/15/2022 09:19:59 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","353131","ELECTRIC","Fixed","Yes",".117 kWh","Yes","30 Month(s)","No","null","03/15/2022 09:20:12 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Clearview Energy","352546","ELECTRIC","Variable","Yes",".1119 kWh","Yes","1 Month(s)","No","null","03/04/2022 05:17:58 PM","null","GreenValueAssurance6:
A 100% green product that&#39;s great for you and the environment. Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion. For more details on the product, please contact 1800-746-4702.","NO","1","Hydroelectric","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Constellation NewEnergy, Inc.","352565","ELECTRIC","Fixed","Yes",".1099 kWh","No","36 Month(s)","Yes","100","03/07/2022 08:06:34 AM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Direct Energy Services, LLC","352892","ELECTRIC","Variable","Yes",".1059 kWh","Yes","1 Month(s)","No","null","03/14/2022 02:16:17 AM","null","null","NO","1","Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Eligo Energy NY, LLC","353153","ELECTRIC","Variable","Yes",".22 kWh","Yes","1 Month(s)","No","null","03/17/2022 11:00:10 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","352925","ELECTRIC","Fixed","Yes",".1359 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","03/15/2022 09:08:57 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Great American Gas & Electric, LLC","352386","ELECTRIC","Fixed","Yes",".1179 kWh","Yes","12 Month(s)","Yes","100","03/03/2022 10:56:55 AM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Green Mountain Energy Company","352803","ELECTRIC","Variable","Yes",".186 kWh","Yes","1 Month(s)","No","null","03/09/2022 12:49:26 PM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Green Mountain Energy Company","352804","ELECTRIC","Variable","Yes",".196 kWh","Yes","1 Month(s)","No","null","03/09/2022 12:49:39 PM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Greenlight Energy Inc.","352218","ELECTRIC","Variable","Yes",".125 kWh","Yes","1 Month(s)","No","null","03/02/2022 01:49:55 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Greenlight Energy Inc.","352222","ELECTRIC","Fixed","Yes",".149 kWh","Yes","12 Month(s)","No","null","03/02/2022 01:50:37 PM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","IDT Energy, Inc.","352443","ELECTRIC","Variable","Yes",".0762 kWh","Yes","1 Month(s)","No","null","03/04/2022 10:48:21 AM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","351829","ELECTRIC","Variable","Yes",".1599 kWh","Yes","36 Month(s)","No","null","02/20/2022 08:49:21 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","351833","ELECTRIC","Variable","Yes",".1599 kWh","No","36 Month(s)","No","null","02/20/2022 08:50:37 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
