UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED
"New York State Electric & Gas Corporation","NYSEG in Zone H","New York State Electric & Gas Corporation","354232","ELECTRIC","Variable","Yes",".11402265 kWh","No","0 ","No","null","04/07/2022 08:16:16 AM","null","null","NO","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone H","Noco Electric, LLC.","354795","ELECTRIC","Variable","Yes",".10387 kWh","No","1 Month(s)","No","null","04/15/2022 11:12:13 AM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone H","Source Power Company","354870","ELECTRIC","Variable","Yes",".106 kWh","No","1 Month(s)","No","null","04/15/2022 02:57:37 PM","null","null","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone I","Ambit New York, LLC","354582","ELECTRIC","Variable","Yes",".1152 kWh","No","1 Month(s)","No","null","04/12/2022 11:08:58 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. ","YES","0","null","YES","NO",
"New York State Electric & Gas Corporation","NYSEG in Zone I","Noco Electric, LLC.","354805","ELECTRIC","Variable","Yes",".083888 kWh","No","1 Month(s)","No","null","04/15/2022 11:14:07 AM","null","null","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Agway Energy Services, LLC.","354430","GAS","Variable","Yes","1.029 ccf","No","1 Month(s)","No","null","04/08/2022 01:58:33 PM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","Alpha Gas and Electric, LLC","354709","GAS","Fixed","Yes","1.15 ccf","No","24 Month(s)","No","null","04/13/2022 04:47:54 PM","null","Residential customers only. Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","Atlantic Energy, LLC","354483","GAS","Variable","Yes",".699 ccf","No","12 Month(s)","Yes","$100","04/08/2022 03:41:17 PM","null","null","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Constellation NewEnergy - Gas Division, LLC","353531","GAS","Fixed","Yes",".709 ccf","No","36 Month(s)","Yes","100","03/22/2022 06:03:34 PM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","Crown Energy Services, Inc.","354113","GAS","Variable","Yes",".70357 ccf","No","1 Month(s)","No","null","04/01/2022 01:27:41 PM","null","null","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Energy Cooperative of New York","354057","GAS","Variable","Yes",".695597 ccf","No","0 Month(s)","No","null","04/01/2022 11:42:55 AM","null","null","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","EnergyMark, LLC","354109","GAS","Variable","Yes",".689 ccf","No","1 Month(s)","No","null","04/01/2022 12:41:24 PM","null","Rate is structured to be at least 3% less than National Fuel&#39;s posted rate for any given month. Contract is month to month. No fees to cancel. Sign up online at www.energymarkllc.com ","YES","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Family Energy, Inc. d/b/a MYRATE ENERGY","354734","GAS","Fixed","Yes",".839 ccf","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:08:36 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","Kiwi Energy NY, LLC.","353261","GAS","Variable","Yes",".949 ccf","No","36 Month(s)","No","null","03/18/2022 10:47:22 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"National Fuel Gas Distribution Corporation","National Fuel","National Fuel Gas Distribution Corporation","353737","GAS","Variable","Yes",".710676 ccf","No","0 ","No","null","03/30/2022 07:51:57 AM","null","Rate effective April 1st, 2022.","NO","0","null","YES","NO",
"National Fuel Gas Distribution Corporation","National Fuel","Noco Natural Gas, LLC.","354813","GAS","Variable","Yes",".580367 ccf","No","1 Month(s)","No","null","04/15/2022 11:16:48 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Long Island","ASC Energy Services, Inc.","354504","GAS","Variable","Yes",".685 therm","No","1 Month(s)","No","null","04/10/2022 03:33:35 PM","null","null","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Agway Energy Services, LLC.","354432","GAS","Variable","Yes","1.119 therm","No","1 Month(s)","No","null","04/08/2022 01:59:15 PM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Atlantic Energy, LLC","354477","GAS","Variable","Yes",".549 therm","No","12 Month(s)","Yes","$100","04/08/2022 03:36:37 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Brown's Fuel Service, LLC","354611","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","04/12/2022 01:38:02 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Brown's Fuel Service, LLC","354622","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","04/12/2022 01:39:11 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Constellation NewEnergy - Gas Division, LLC","353533","GAS","Fixed","Yes",".969 therm","No","36 Month(s)","Yes","100","03/22/2022 06:03:48 PM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Family Energy, Inc. d/b/a MYRATE ENERGY","354728","GAS","Fixed","Yes",".999 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:07:39 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","Mpower Energy, LLC","353740","GAS","Variable","Yes",".67 therm","No","12 Month(s)","No","null","03/30/2022 10:54:37 AM","null","For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693 ","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Long Island","National Grid","353914","GAS","Variable","Yes",".525053 therm","No","0 ","No","null","03/31/2022 12:36:42 PM","null","April 2022 Commodity Price","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","ABN Energy, LLC","352932","GAS","Variable","Yes",".73 therm","No","1 Month(s)","No","null","03/15/2022 09:54:09 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","ASC Energy Services, Inc.","354503","GAS","Variable","Yes",".689 therm","No","1 Month(s)","No","null","04/10/2022 03:33:08 PM","null","null","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","Agway Energy Services, LLC.","354431","GAS","Variable","Yes","1.109 therm","No","1 Month(s)","No","null","04/08/2022 01:58:53 PM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Atlantic Energy, LLC","354475","GAS","Variable","Yes",".549 therm","No","12 Month(s)","Yes","$100","04/08/2022 03:35:35 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","Brown's Fuel Service, LLC","354620","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","04/12/2022 01:39:00 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Brown's Fuel Service, LLC","354621","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","04/12/2022 01:39:07 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Constellation NewEnergy - Gas Division, LLC","353532","GAS","Fixed","Yes",".969 therm","No","36 Month(s)","Yes","100","03/22/2022 06:03:41 PM","null","Hot Water Heater Coverage + Gas Line Protection
","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Family Energy, Inc. d/b/a MYRATE ENERGY","354733","GAS","Fixed","Yes",".839 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:08:26 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Kiwi Energy NY, LLC.","353269","GAS","Variable","Yes",".949 therm","No","36 Month(s)","No","null","03/18/2022 10:55:30 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","Mpower Energy, LLC","353746","GAS","Variable","Yes",".67 therm","No","12 Month(s)","No","null","03/30/2022 10:57:44 AM","null","For commercial pricing please contact PriceRequests@MPowerEnergy.com or call 877-286-7693 ","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Metro","National Grid","353913","GAS","Variable","Yes",".546472 therm","No","0 ","No","null","03/31/2022 12:33:10 PM","null","April 2022 Commodity Price","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","Quantum Power Corp.","354221","GAS","Variable","Yes",".569 therm","No","1 Month(s)","No","null","04/05/2022 04:20:33 PM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Metro","South Bay Energy Corp.","354078","GAS","Variable","Yes",".6645 therm","No","1 Month(s)","No","null","04/01/2022 11:53:14 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Agway Energy Services, LLC.","354434","GAS","Variable","Yes",".999 therm","No","1 Month(s)","No","null","04/08/2022 01:59:31 PM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Ambit New York, LLC","354382","GAS","Variable","Yes",".5708 therm","No","1 Month(s)","No","null","04/07/2022 12:04:13 PM","null","Customers are guaranteed an annual savings of at least 1% under what the incumbent utility would have charged for the same period, or they receive a check for the difference. ","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Atlantic Energy, LLC","354050","GAS","Variable","Yes",".549 therm","No","12 Month(s)","Yes","$100","04/01/2022 11:39:28 AM","null","null","YES","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Brown's Fuel Service, LLC","354618","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","04/12/2022 01:38:47 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Brown's Fuel Service, LLC","354619","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","04/12/2022 01:38:54 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Kiwi Energy NY, LLC.","353264","GAS","Variable","Yes",".849 therm","No","36 Month(s)","No","null","03/18/2022 10:48:30 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Main Care Energy, Inc.","354162","GAS","Fixed","Yes",".599 therm","No","12 Month(s)","No","null","04/04/2022 09:39:45 PM","null","Our Value-Added Energy Savings program provides budget certainty by utilizing a fixed price for your natural gas and a reasonably priced 24 hours a day annual comprehensive service cost protection program, bundled into an easy 12 month payment program. ","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","National Grid","353915","GAS","Variable","Yes",".565045 therm","No","0 ","No","null","03/31/2022 12:51:29 PM","null","MCG plus MFC rates for April 2022","NO","0","null","YES","NO",
"Niagara Mohawk Power Corporation","National Grid in Upstate","Noco Natural Gas, LLC.","354809","GAS","Variable","Yes",".54327 therm","No","1 Month(s)","No","null","04/15/2022 11:16:03 AM","null","null","YES","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Abest Green Power","353901","ELECTRIC","Variable","Yes",".1499 kWh","Yes","1 Month(s)","No","null","03/30/2022 06:57:14 PM","null","null","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Agway Energy Services, LLC.","354436","ELECTRIC","Variable","Yes",".179 kWh","No","1 Month(s)","No","null","04/08/2022 02:00:31 PM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Agway Energy Services, LLC.","354446","ELECTRIC","Variable","Yes",".179 kWh","Yes","1 Month(s)","No","null","04/08/2022 02:02:55 PM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","All American Power and Gas, LLC.","354829","ELECTRIC","Variable","Yes",".29999 kWh","Yes","1 Month(s)","No","null","04/15/2022 01:01:39 PM","null","All American Power &amp; Gas, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Alpha Gas and Electric, LLC","353589","ELECTRIC","Fixed","Yes",".1399 kWh","No","24 Month(s)","No","null","03/24/2022 02:03:03 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Ambit New York, LLC","353912","ELECTRIC","Variable","Yes",".109 kWh","No","1 Month(s)","No","null","03/31/2022 11:31:06 AM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","American Power & Gas, LLC","353919","ELECTRIC","Variable","Yes",".0899 kWh","Yes","48 Month(s)","No","null","03/31/2022 01:27:05 PM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months. ","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Atlantic Energy, LLC","354064","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","04/01/2022 11:46:52 AM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Brown's Energy Services, LLC","354602","ELECTRIC","Fixed","Yes",".13 kWh","Yes","12 Month(s)","Yes","100.00","04/12/2022 01:34:02 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Brown's Energy Services, LLC","354603","ELECTRIC","Variable","Yes",".135 kWh","Yes","1 Month(s)","No","null","04/12/2022 01:34:13 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Chief Energy Power, LLC","354823","ELECTRIC","Fixed","Yes",".1549 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation.","04/15/2022 12:14:44 PM","null","50% Renewable above CES Requirement.","NO","0.521","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354269","ELECTRIC","Fixed","Yes",".1451 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:43:17 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354270","ELECTRIC","Fixed","Yes",".133 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:43:28 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354271","ELECTRIC","Fixed","Yes",".1351 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:43:41 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354272","ELECTRIC","Fixed","Yes",".1295 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:43:56 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354313","ELECTRIC","Fixed","Yes",".1386 kWh","Yes","12 Month(s)","No","null","04/07/2022 09:52:48 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354314","ELECTRIC","Fixed","Yes",".1265 kWh","Yes","18 Month(s)","No","null","04/07/2022 09:53:01 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354315","ELECTRIC","Fixed","Yes",".1286 kWh","Yes","24 Month(s)","No","null","04/07/2022 09:53:15 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","354316","ELECTRIC","Fixed","Yes",".123 kWh","Yes","30 Month(s)","No","null","04/07/2022 09:53:29 AM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Clearview Energy","354489","ELECTRIC","Variable","Yes",".1079 kWh","Yes","1 Month(s)","No","null","04/08/2022 04:23:48 PM","null","GreenValueAssurance6:
A 100% green product that&#39;s great for you and the environment. Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion. For more details on the product, please contact 1800-746-4702.","NO","1","Hydroelectric","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Columbia Utilities Power, LLC","354880","ELECTRIC","Variable","Yes",".094 kWh","Yes","0 Month(s)","No","null","04/15/2022 03:05:54 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Constellation NewEnergy, Inc.","353527","ELECTRIC","Fixed","Yes",".1169 kWh","No","36 Month(s)","Yes","100","03/22/2022 06:01:40 PM","null","Complete HVAC System Coverage + Electronic Surge 
","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Direct Energy Services, LLC","354130","ELECTRIC","Variable","Yes",".0989 kWh","Yes","1 Month(s)","No","null","04/04/2022 01:40:44 AM","null","null","NO","1","Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Eligo Energy NY, LLC","353153","ELECTRIC","Variable","Yes",".22 kWh","Yes","1 Month(s)","No","null","03/17/2022 11:00:10 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","354742","ELECTRIC","Fixed","Yes",".1359 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","04/14/2022 09:09:56 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Great American Gas & Electric, LLC","354141","ELECTRIC","Fixed","Yes",".14029 kWh","Yes","12 Month(s)","Yes","100","04/04/2022 12:08:08 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Green Mountain Energy Company","354624","ELECTRIC","Variable","Yes",".196 kWh","Yes","1 Month(s)","No","null","04/13/2022 11:34:44 AM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Green Mountain Energy Company","354625","ELECTRIC","Variable","Yes",".186 kWh","Yes","1 Month(s)","No","null","04/13/2022 11:34:58 AM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Greenlight Energy Inc.","354039","ELECTRIC","Fixed","Yes",".149 kWh","Yes","12 Month(s)","No","null","04/01/2022 11:18:08 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Greenlight Energy Inc.","354043","ELECTRIC","Variable","Yes",".125 kWh","Yes","1 Month(s)","No","null","04/01/2022 11:19:34 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","IDT Energy, Inc.","354168","ELECTRIC","Variable","Yes",".1051 kWh","Yes","1 Month(s)","No","null","04/05/2022 08:52:43 AM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Inspire Energy Holdings, LLC","353540","ELECTRIC","Fixed","Yes",".1149 kWh","Yes","6 Month(s)","No","null","03/22/2022 10:14:31 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Just Energy","353683","ELECTRIC","Fixed","Yes",".1139 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 02:48:32 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Just Energy","353719","ELECTRIC","Fixed","Yes",".1149 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","03/29/2022 03:12:07 PM","null","null","NO","1","Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","353239","ELECTRIC","Variable","Yes",".1599 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:33:39 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","353240","ELECTRIC","Variable","Yes",".1599 kWh","No","36 Month(s)","No","null","03/18/2022 10:33:59 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","353241","ELECTRIC","Variable","Yes",".1599 kWh","No","36 Month(s)","No","null","03/18/2022 10:34:18 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","353243","ELECTRIC","Variable","Yes",".1599 kWh","Yes","36 Month(s)","No","null","03/18/2022 10:34:59 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Major Energy Electric Services, LLC","354669","ELECTRIC","Fixed","Yes",".1449 kWh","Yes","12 Month(s)","No","null","04/13/2022 03:03:47 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Major Energy Electric Services, LLC","354672","ELECTRIC","Fixed","Yes",".1389 kWh","Yes","24 Month(s)","No","null","04/13/2022 03:05:34 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
