UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED,
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Alpha Gas and Electric, LLC","349886","ELECTRIC","Fixed","Yes",".1 kWh","No","24 Month(s)","No","null","01/17/2022 03:04:26 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Ambit New York, LLC","350803","ELECTRIC","Variable","Yes",".071 kWh","No","1 Month(s)","No","null","02/03/2022 12:47:26 PM","null","Ambit&#39;s Guaranteed Savings Plan (GSP) provides a 1% annual savings compared to what the incumbent utility would have charged if you were a full-service customer for the same period. After 12 consecutive months on the GSP, you&#39;ll either save with Ambit or we&#39;ll mail a check for the difference. 
","YES","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","American Power & Gas, LLC","349629","ELECTRIC","Variable","Yes",".0799 kWh","Yes","48 Month(s)","No","null","01/14/2022 11:22:17 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months. ","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Approved Energy","350904","ELECTRIC","Fixed","Yes",".119 kWh","Yes","12 Month(s)","Yes","$10/month remaining on the contract","02/06/2022 05:40:14 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Atlantic Energy, LLC","350490","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","02/01/2022 10:22:37 AM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Brown's Energy Services, LLC","351341","ELECTRIC","Fixed","Yes",".13 kWh","Yes","12 Month(s)","Yes","100.00","02/10/2022 01:51:56 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Brown's Energy Services, LLC","351342","ELECTRIC","Variable","Yes",".12 kWh","Yes","1 Month(s)","No","null","02/10/2022 01:52:01 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Chief Energy Power, LLC","351019","ELECTRIC","Fixed","Yes",".1212 kWh","Yes","12 Month(s)","Yes","Calculated upon Cancellation.","02/07/2022 01:31:36 PM","null","50% Renewable above CES Requirement.","NO","0.521","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351220","ELECTRIC","Fixed","Yes",".1188 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:14:42 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351221","ELECTRIC","Fixed","Yes",".1173 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:14:55 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351222","ELECTRIC","Fixed","Yes",".1156 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:15:08 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351223","ELECTRIC","Fixed","Yes",".1147 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:15:22 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351264","ELECTRIC","Fixed","Yes",".1123 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:25:17 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351265","ELECTRIC","Fixed","Yes",".1108 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:25:32 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351266","ELECTRIC","Fixed","Yes",".1091 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:25:46 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","City Power & Gas, LLC","351267","ELECTRIC","Fixed","Yes",".1082 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:26:03 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Clearview Energy","350879","ELECTRIC","Variable","Yes",".1099 kWh","Yes","1 Month(s)","No","null","02/04/2022 01:17:53 PM","null","GreenValueAssurance6:
A 100% green product that&#39;s great for you and the environment. Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion. For more details on the product, please contact 1800-746-4702.","NO","1","Hydroelectric","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Direct Energy Services, LLC","349008","ELECTRIC","Variable","Yes",".1479 kWh","Yes","1 Month(s)","No","null","01/06/2022 02:20:45 AM","null","null","NO","1","Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Eligo Energy NY, LLC","349873","ELECTRIC","Variable","Yes",".22 kWh","Yes","1 Month(s)","No","null","01/17/2022 11:13:21 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","349853","ELECTRIC","Fixed","Yes",".1359 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:09:02 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Great American Gas & Electric, LLC","351000","ELECTRIC","Fixed","Yes",".117 kWh","Yes","12 Month(s)","Yes","100","02/07/2022 01:24:05 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Green Mountain Energy Company","351162","ELECTRIC","Variable","Yes",".186 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:34:52 AM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Green Mountain Energy Company","351163","ELECTRIC","Variable","Yes",".16 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:35:27 AM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Greenlight Energy Inc.","350512","ELECTRIC","Variable","Yes",".11 kWh","Yes","1 Month(s)","No","null","02/01/2022 11:10:01 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Greenlight Energy Inc.","350513","ELECTRIC","Fixed","Yes",".12 kWh","Yes","12 Month(s)","Yes","Up to $100","02/01/2022 11:10:37 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","IDT Energy, Inc.","350850","ELECTRIC","Variable","Yes",".1307 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:13:55 PM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Inspire Energy Holdings, LLC","349202","ELECTRIC","Variable","Yes",".0949 kWh","Yes","1 Month(s)","No","null","01/11/2022 12:54:28 PM","null","Monthly Evergreen Plan - A Month-to-Month per kWh price for access to renewable energy with a 12-Month Introductory Price.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Just Energy","351039","ELECTRIC","Fixed","Yes",".0939 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:09:34 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Just Energy","351040","ELECTRIC","Fixed","Yes",".0929 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:10:09 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","349830","ELECTRIC","Variable","Yes",".1599 kWh","Yes","36 Month(s)","No","null","01/15/2022 09:15:55 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","349831","ELECTRIC","Variable","Yes",".1599 kWh","No","36 Month(s)","No","null","01/15/2022 09:16:12 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","349832","ELECTRIC","Variable","Yes",".1599 kWh","No","36 Month(s)","No","null","01/15/2022 09:17:00 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Kiwi Energy NY, LLC.","349835","ELECTRIC","Variable","Yes",".1599 kWh","Yes","36 Month(s)","No","null","01/15/2022 09:17:29 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Major Energy Electric Services, LLC","351108","ELECTRIC","Fixed","Yes",".1229 kWh","Yes","12 Month(s)","No","null","02/08/2022 12:01:19 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Major Energy Electric Services, LLC","351109","ELECTRIC","Fixed","Yes",".1219 kWh","Yes","24 Month(s)","No","null","02/08/2022 12:01:36 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Major Energy Electric Services, LLC","351110","ELECTRIC","Fixed","Yes",".1209 kWh","Yes","36 Month(s)","No","null","02/08/2022 12:02:00 PM","null","New York Green 36","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Marathon Energy","350992","ELECTRIC","Fixed","Yes",".11 kWh","Yes","6 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:29:27 PM","null","$0.1100 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Marathon Energy","350993","ELECTRIC","Fixed","Yes",".119 kWh","Yes","12 Month(s)","Yes","CALCULATED UPON CANCELLATION
","02/07/2022 12:30:16 PM","null","$0.1190 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Marathon Energy","350994","ELECTRIC","Fixed","Yes",".1153 kWh","Yes","24 Month(s)","Yes","CALCULATED UPON CANCELLATION","02/07/2022 12:31:54 PM","null","$0.1153 Is FIXED RATE FOR FEBRUARY 2022. TERMINATION FEES APPLY. CALL 1-888-779-7255.","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","NRG Home, NRG Business and NRG Retail Solutions","351180","ELECTRIC","Variable","Yes",".115 kWh","Yes","1 Month(s)","No","null","02/09/2022 12:36:51 PM","null","Our NY Renewable Electricity Plan  provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","New York Gas & Electric","350451","ELECTRIC","Variable","Yes",".0999 kWh","No","0 Month(s)","No","null","02/01/2022 03:44:43 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Nordic Energy Services, LLC","349891","ELECTRIC","Variable","Yes",".07199 kWh","Yes","1 Month(s)","No","null","01/18/2022 03:28:05 PM","null","Promotional price of 0.07199 will be the same for 3 months ","NO","1","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Polaris Power Services LLC","351140","ELECTRIC","Fixed","Yes",".1225 kWh","No","12 Month(s)","Yes","$75","02/09/2022 09:44:33 AM","null","null","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Pure Energy","350813","ELECTRIC","Variable","Yes",".28999 kWh","Yes","1 Month(s)","No","null","02/03/2022 01:57:53 PM","null","Pure Energy USA, LLC offers 100% Renewable Energy.","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","Residents Energy, LLC","350855","ELECTRIC","Variable","Yes",".1307 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:17:31 PM","null","Lock in this price for your first month. RES Premium Renewable Energy Product, is a 100% renewably sourced product. RES may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Go to www.residentsenergy.com.","NO","1","Hydroelectric","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","XOOM Energy New York, LLC","350589","ELECTRIC","Variable","Yes",".1599 kWh","Yes","1 Month(s)","No","null","02/01/2022 04:03:01 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in All Zones","XOOM Energy New York, LLC","350590","ELECTRIC","Fixed","Yes",".1249 kWh","Yes","24 Month(s)","No","null","02/01/2022 04:03:17 PM","null","This product contains at least 50% renewable energy from sources eligible under New York law, specifically in-state wind and/or in-state hydropower (unless specified differently in your Welcome Confirmation and subject to market availability).","NO","0.5","Hydroelectric,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in Zone E","CleanChoice Energy","350759","ELECTRIC","Fixed","Yes",".139 kWh","Yes","24 Month(s)","No","null","02/02/2022 03:35:31 PM","null","Choose 100% clean, pollution-free wind &amp; solar with CleanChoice Energy today. Sign up online at mycleanchoice.com/ny24 or call 1-800-260-0184.","NO","1","Solar,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in Zone G","American Power & Gas, LLC","349582","ELECTRIC","Fixed","Yes",".1036 kWh","Yes","12 Month(s)","Yes","$75 per account","01/14/2022 11:11:50 AM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in Zone G","Orange and Rockland Utilities, Inc.","350474","ELECTRIC","Variable","Yes",".07068 kWh","No","0 ","No","null","02/01/2022 10:18:18 AM","null","null","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in Zone G","Smart Energy Holdings, LLC","350823","ELECTRIC","Fixed","Yes",".136 kWh","Yes","36 Month(s)","No","null","02/03/2022 03:02:58 PM","null","null","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Orange and Rockland Utilities, Inc.","ORU in Zone G","Source Power Company","350385","ELECTRIC","Variable","Yes",".1159 kWh","No","1 Month(s)","No","null","01/31/2022 12:09:26 PM","null","null","YES","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Agway Energy Services, LLC.","350919","GAS","Variable","Yes","1.039 ccf","No","1 Month(s)","No","null","02/07/2022 11:19:06 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Alpha Gas and Electric, LLC","350150","GAS","Fixed","Yes",".899 ccf","No","24 Month(s)","No","null","01/24/2022 02:17:55 PM","null","Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Atlantic Energy, LLC","351136","GAS","Variable","Yes",".699 ccf","No","12 Month(s)","Yes","$100","02/08/2022 01:59:42 PM","null","null","YES","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Brown's Fuel Service, LLC","351352","GAS","Variable","Yes",".75 ccf","No","12 Month(s)","No","null","02/10/2022 01:55:22 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Brown's Fuel Service, LLC","351353","GAS","Fixed","Yes",".85 ccf","No","12 Month(s)","Yes","100.00","02/10/2022 01:55:26 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Family Energy, Inc. d/b/a MYRATE ENERGY","349850","GAS","Fixed","Yes",".999 ccf","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:08:12 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Kiwi Energy NY, LLC.","349706","GAS","Variable","Yes","1.29 ccf","No","36 Month(s)","No","null","01/15/2022 08:34:31 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","M&R Energy Resources Corporation","350329","GAS","Variable","Yes",".549 ccf","No","1 Month(s)","No","null","01/27/2022 12:32:03 PM","null","null","YES","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","New York Gas & Electric","350459","GAS","Fixed","Yes",".4559 ccf","No","24 Month(s)","Yes","200","02/01/2022 03:48:36 AM","null","Get a price-protected rate for the next 24 months from a trusted energy supplier.","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","New York Gas & Electric","350460","GAS","Fixed","Yes",".4559 ccf","No","36 Month(s)","Yes","200","02/01/2022 03:49:05 AM","null","Get a price-protected rate for the next 36 months from a trusted energy supplier.","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Orange and Rockland Utilities, Inc.","350479","GAS","Variable","Yes",".54622 ccf","No","0 ","No","null","02/01/2022 10:19:53 AM","null","null","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Public Power, LLC","350431","GAS","Fixed","Yes",".4559 ccf","No","24 Month(s)","Yes","100","02/01/2022 03:33:12 AM","null","With a fixed rate from Public Power, you&#39;ll get the peace of mind knowing your rate is fixed for 24 months.","NO","0","null","YES","NO",
"Orange and Rockland Utilities, Inc.","Orange and Rockland","Public Power, LLC","350432","GAS","Fixed","Yes",".4559 ccf","No","36 Month(s)","Yes","150","02/01/2022 03:33:43 AM","null","With a fixed rate from Public Power, you&#39;ll get the peace of mind knowing your rate is fixed for 36 months.","NO","0","null","YES","NO",
"Rochester Gas and Electric Corporation","RGE","Agway Energy Services, LLC.","350917","GAS","Variable","Yes","1.039 therm","No","1 Month(s)","No","null","02/07/2022 11:18:46 AM","null","In order to help you make the most informed decision, this rate is reflective of our current variable rate &amp; includes our EnergyGuard repair program. This valuable coverage is included with our commodity supply &amp; provides Peace of Mind 24/7 repair protection on your primary heat source in your home.","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE","Alpha Gas and Electric, LLC","349882","GAS","Fixed","Yes",".85 therm","No","24 Month(s)","No","null","01/17/2022 03:00:05 PM","null","Green-e certified gas, 2 year Price protected fixed rate, includes Home Warranty coverage, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE","Brown's Fuel Service, LLC","351350","GAS","Variable","Yes",".75 therm","No","12 Month(s)","No","null","02/10/2022 01:55:08 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE","Brown's Fuel Service, LLC","351351","GAS","Fixed","Yes",".85 therm","No","12 Month(s)","Yes","100.00","02/10/2022 01:55:17 PM","null","Home Warranty Offer","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE","Energy Cooperative of New York","349090","GAS","Variable","Yes",".43201 therm","No","0 Month(s)","No","null","01/10/2022 08:58:01 AM","null","null","YES","0","null","YES","NO",
"Rochester Gas and Electric Corporation","RGE","Family Energy, Inc. d/b/a MYRATE ENERGY","349848","GAS","Fixed","Yes",".839 therm","No","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:07:52 AM","null","You may pay a daily customer charge of 25 cents, including commodity related charges. Your gas Offer includes Home Protection Plan. See T&amp;C&#39;s for details.","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE","Kiwi Energy NY, LLC.","349712","GAS","Variable","Yes","1.29 therm","No","36 Month(s)","No","null","01/15/2022 08:35:03 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE","Noco Natural Gas, LLC.","349557","GAS","Variable","Yes",".493236 therm","No","1 Month(s)","No","null","01/13/2022 03:21:41 PM","null","null","YES","0","null","YES","NO",
"Rochester Gas and Electric Corporation","RGE","Rochester Gas and Electric Corporation","350461","GAS","Variable","Yes",".534912 therm","No","0 ","No","null","02/01/2022 07:18:26 AM","null","null","NO","0","null","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Abest Green Power","351029","ELECTRIC","Variable","Yes",".1999 kWh","Yes","1 Month(s)","No","null","02/07/2022 02:58:04 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Agway Energy Services, LLC.","350940","ELECTRIC","Variable","Yes",".099 kWh","No","1 Month(s)","No","null","02/07/2022 11:25:48 AM","null","To help you make the most informed decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage provides Peace of Mind repair protection on your home&#39;s primary a/c unit and interior electric lines. ","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE in All Zones","Agway Energy Services, LLC.","350947","ELECTRIC","Variable","Yes",".099 kWh","Yes","1 Month(s)","No","null","02/07/2022 11:27:13 AM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"Rochester Gas and Electric Corporation","RGE in All Zones","Agway Energy Services, LLC.","350948","ELECTRIC","Variable","Yes",".099 kWh","Yes","1 Month(s)","No","null","02/07/2022 11:27:14 AM","null","To help you make your decision, this rate reflects our current variable rate and includes our EnergyGuard repair program. This valuable included coverage gives Peace of Mind repair protection on your home&#39;s primary a/c unit &amp; interior electric lines. GreenChoice supports cleaner renewable resources.","NO","1","Hydroelectric","YES","YES",
"Rochester Gas and Electric Corporation","RGE in All Zones","All Choice Energy, LLC","350473","ELECTRIC","Variable","Yes",".0789 kWh","Yes","1 Month(s)","No","null","02/01/2022 09:27:41 AM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Alpha Gas and Electric, LLC","349887","ELECTRIC","Fixed","Yes",".099 kWh","No","24 Month(s)","No","null","01/17/2022 03:05:27 PM","null","Green-e certified Electric, 2 year Price protected fixed rate, Free month of energy supply after a year of service, NO cancellation fees. See terms and conditions for more info and visit https://alphagasandelectric.com/P2C/ to enroll.","NO","0","null","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","American Power & Gas, LLC","350800","ELECTRIC","Variable","Yes",".0549 kWh","Yes","48 Month(s)","No","null","02/03/2022 10:12:58 AM","null","Introductory rate with a variable rate thereafter plus 25% Guaranteed Rebate on average monthly supply charges after 12 months.","NO","0.5","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
